NIa-Pro	HC-Pro	Guo	PVA	Y2H	1	1	1
NIa-Pro	P3	Guo	PVA	Y2H	0	0	1
NIa-Pro	6K1	Guo	PVA	Y2H	0	0	1
NIa-Pro	CI	Guo	PVA	Y2H	0	0	1
NIa-Pro	6K2	Guo	PVA	Y2H	0	0	1
NIa-Pro	VPg	Guo	PVA	Y2H	2	1	1
NIa-Pro	NIa-Pro	Guo	PVA	Y2H	0	0	1
NIa-Pro	NIb	Guo	PVA	Y2H	2	1	1
NIa-Pro	CP	Guo	PVA	Y2H	0	0	1
							
NIb	P1	Guo	PVA	Y2H	0	0	1
NIb	HC-Pro	Guo	PVA	Y2H	0	0	1
NIb	P3	Guo	PVA	Y2H	2	1	1
NIb	6K1	Guo	PVA	Y2H	0	0	1
NIb	CI	Guo	PVA	Y2H	0	0	1
NIb	6K2	Guo	PVA	Y2H	0	0	1
NIb	VPg	Guo	PVA	Y2H	0	0	1
NIb	NIa-Pro	Guo	PVA	Y2H	2	1	1
NIb	NIb	Guo	PVA	Y2H	0	0	1
NIb	CP	Guo	PVA	Y2H	3	1	1
							
CP	P1	Guo	PVA	Y2H	0	0	1
CP	HC-Pro	Guo	PVA	Y2H	0	0	1
CP	P3	Guo	PVA	Y2H	0	0	1
CP	6K1	Guo	PVA	Y2H	0	0	1
CP	CI	Guo	PVA	Y2H	1	1	1
CP	6K2	Guo	PVA	Y2H	0	0	1
CP	VPg	Guo	PVA	Y2H	0	0	1
CP	NIa-Pro	Guo	PVA	Y2H	0	0	1
CP	NIb	Guo	PVA	Y2H	3	1	1
CP	CP	Guo	PVA	Y2H	0	0	1
							
							
P1	P1	Guo	PSbMV	Y2H	0	0	0
P1	HC-Pro	Guo	PSbMV	Y2H	0	0	0
P1	P3	Guo	PSbMV	Y2H	0	0	0
P1	6K1	Guo	PSbMV	Y2H	0	0	0
P1	CI	Guo	PSbMV	Y2H	0	0	0
P1	6K2	Guo	PSbMV	Y2H	0	0	0
P1	VPg	Guo	PSbMV	Y2H	0	0	0
P1	NIa-Pro	Guo	PSbMV	Y2H	0	0	0
P1	NIb	Guo	PSbMV	Y2H	0	0	0
P1	CP	Guo	PSbMV	Y2H	0	0	0
							
HC-Pro	P1	Guo	PSbMV	Y2H	0	0	0
HC-Pro	HC-Pro	Guo	PSbMV	Y2H	3	1	1
HC-Pro	P3	Guo	PSbMV	Y2H	0	0	1
HC-Pro	6K1	Guo	PSbMV	Y2H	0	0	1
HC-Pro	CI	Guo	PSbMV	Y2H	0	0	1
HC-Pro	6K2	Guo	PSbMV	Y2H	0	0	1
HC-Pro	VPg	Guo	PSbMV	Y2H	1	1	1
HC-Pro	NIa-Pro	Guo	PSbMV	Y2H	0	0	1
HC-Pro	NIb	Guo	PSbMV	Y2H	0	0	1
HC-Pro	CP	Guo	PSbMV	Y2H	0	0	1
							
P3	P1	Guo	PSbMV	Y2H	0	0	0
P3	HC-Pro	Guo	PSbMV	Y2H	0	0	1
P3	P3	Guo	PSbMV	Y2H	0	0	1
P3	6K1	Guo	PSbMV	Y2H	0	0	1
P3	CI	Guo	PSbMV	Y2H	0	0	1
P3	6K2	Guo	PSbMV	Y2H	0	0	1
P3	VPg	Guo	PSbMV	Y2H	0	0	1
P3	NIa-Pro	Guo	PSbMV	Y2H	1	1	1
P3	NIb	Guo	PSbMV	Y2H	0	0	1
P3	CP	Guo	PSbMV	Y2H	0	0	1
							
6K1	P1	Guo	PSbMV	Y2H	0	0	0
6K1	HC-Pro	Guo	PSbMV	Y2H	0	0	1
6K1	P3	Guo	PSbMV	Y2H	0	0	1
6K1	6K1	Guo	PSbMV	Y2H	0	0	0
6K1	CI	Guo	PSbMV	Y2H	0	0	1
6K1	6K2	Guo	PSbMV	Y2H	0	0	0
6K1	VPg	Guo	PSbMV	Y2H	0	0	1
6K1	NIa-Pro	Guo	PSbMV	Y2H	0	0	1
6K1	NIb	Guo	PSbMV	Y2H	0	0	1
6K1	CP	Guo	PSbMV	Y2H	0	0	1
							
CI	P1	Guo	PSbMV	Y2H	0	0	0
CI	HC-Pro	Guo	PSbMV	Y2H	0	0	1
CI	P3	Guo	PSbMV	Y2H	0	0	1
CI	6K1	Guo	PSbMV	Y2H	0	0	1
CI	CI	Guo	PSbMV	Y2H	0	0	0
CI	6K2	Guo	PSbMV	Y2H	0	0	1
CI	VPg	Guo	PSbMV	Y2H	0	0	1
CI	NIa-Pro	Guo	PSbMV	Y2H	0	0	1
CI	NIb	Guo	PSbMV	Y2H	0	0	1
CI	CP	Guo	PSbMV	Y2H	0	0	1
							
6K2	P1	Guo	PSbMV	Y2H	0	0	0
6K2	HC-Pro	Guo	PSbMV	Y2H	0	0	1
6K2	P3	Guo	PSbMV	Y2H	0	0	1
6K2	6K1	Guo	PSbMV	Y2H	0	0	0
6K2	CI	Guo	PSbMV	Y2H	0	0	1
6K2	6K2	Guo	PSbMV	Y2H	0	0	0
6K2	VPg	Guo	PSbMV	Y2H	0	0	1
6K2	NIa-Pro	Guo	PSbMV	Y2H	0	0	1
6K2	NIb	Guo	PSbMV	Y2H	0	0	1
6K2	CP	Guo	PSbMV	Y2H	0	0	1
							
VPg	P1	Guo	PSbMV	Y2H	0	0	0
VPg	HC-Pro	Guo	PSbMV	Y2H	1	1	1
VPg	P3	Guo	PSbMV	Y2H	0	0	1
VPg	6K1	Guo	PSbMV	Y2H	0	0	1
VPg	CI	Guo	PSbMV	Y2H	0	0	1
VPg	6K2	Guo	PSbMV	Y2H	0	0	1
VPg	VPg	Guo	PSbMV	Y2H	4	1	1
VPg	NIa-Pro	Guo	PSbMV	Y2H	0	0	1
VPg	NIb	Guo	PSbMV	Y2H	1	1	1
VPg	CP	Guo	PSbMV	Y2H	0	0	1
							
NIa-Pro	P1	Guo	PSbMV	Y2H	0	0	0
NIa-Pro	HC-Pro	Guo	PSbMV	Y2H	0	0	1
NIa-Pro	P3	Guo	PSbMV	Y2H	1	1	1
NIa-Pro	6K1	Guo	PSbMV	Y2H	0	0	1
NIa-Pro	CI	Guo	PSbMV	Y2H	0	0	1
NIa-Pro	6K2	Guo	PSbMV	Y2H	0	0	1
NIa-Pro	VPg	Guo	PSbMV	Y2H	0	0	1
